name,found,error,cid,smiles,mol_weight
phenylethanoid glycosides,False,HTTP 404,,,
para-topolin,True,,9964771.0,C1=CC(=CC=C1CNC2=NC=NC3=C2NC=N3)O,241.25
ortho-topolin,True,,11536042.0,C1=CC=C(C(=C1)CNC2=NC=NC3=C2NC=N3)O,241.25
N6-benzyladenine,True,,62389.0,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3,225.25
Kinetin,True,,3830.0,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,215.21
Hydralazine,True,,3637.0,C1=CC=C2C(=C1)C=NN=C2NN,160.18
Ikarugamycin,True,,54680304.0,CC[C@@H]1[C@@H](C[C@H]2[C@H]1C=C[C@H]3[C@@H]2C[C@@H]/4[C@@H]3C/C=C\C(=O)NCCC[C@H]5C(=O)/C(=C(\C=C4)/O)/C(=O)N5)C,478.6
Arbutin,True,,440936.0,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,272.25
Luteolin,True,,5280445.0,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24
Naringin,True,,442428.0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,580.5
S-allylmercapto-N-acetylcysteine,True,,87355840.0,CC(=O)N(C(CSCC=C)C(=O)O)S,235.3
"1,2,3-Triazolyl ester of ketorolac ",False,HTTP 404,,,
Mussel extract,False,HTTP 404,,,
DNIC-1a,False,HTTP 404,,,
"Methyl 3,4-dihydroxybenzoate",True,,287064.0,COC(=O)C1=CC(=C(C=C1)O)O,168.15
Holothuria scabra extract,False,HTTP 404,,,
Guarana extract,False,HTTP 404,,,
6-shogaol,True,,5281794.0,CCCCC/C=C/C(=O)CCC1=CC(=C(C=C1)O)OC,276.4
Enoxacin,True,,3229.0,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,320.32
Thapsigargin,True,,446378.0,CCCCCCCC(=O)O[C@H]1[C@H]2C(=C([C@@H]1OC(=O)/C(=C\C)/C)C)[C@H]3[C@]([C@H](C[C@]2(C)OC(=O)C)OC(=O)CCC)([C@](C(=O)O3)(C)O)O,650.8
"2,5-Di-tert-butylhydroquinone",True,,2374.0,CC(C)(C)C1=CC(=C(C=C1O)C(C)(C)C)O,222.32
Damaurone D,False,HTTP 404,,,
Polygonum multiflorum extract,False,HTTP 404,,,
"1,7-dimethylxanthine",True,,4687.0,CN1C=NC2=C1C(=O)N(C(=O)N2)C,180.16
"1,3-dimemethyl Xan",False,HTTP 404,,,
7-methylxanthine,True,,68374.0,CN1C=NC2=C1C(=O)NC(=O)N2,166.14
3-methylxanthine,True,,70639.0,CN1C2=C(C(=O)NC1=O)NC=N2,166.14
1-methylxanthine,True,,80220.0,CN1C(=O)C2=C(NC1=O)N=CN2,166.14
Xanthine,True,,1188.0,C1=NC2=C(N1)C(=O)NC(=O)N2,152.11
Sesamol,True,,68289.0,C1OC2=C(O1)C=C(C=C2)O,138.12
Sesamolin,True,,101746.0,C1[C@H]2[C@H](CO[C@@H]2OC3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6,370.4
5-octanoyl salicylic acid,True,,9838158.0,CCCCCCCC(=O)C1=CC(=C(C=C1)O)C(=O)O,264.32
Lonicera japonica extract,False,HTTP 404,,,
Beta-santalol,True,,6857681.0,C/C(=C/CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/CO,220.35
Alpha-santalol,True,,11085337.0,C/C(=C/CC[C@@]1(C2C[C@H]3C1([C@H]3C2)C)C)/CO,220.35
Sandalwood oil,False,HTTP 404,,,
Argyreia boseana extract,False,HTTP 404,,,
Ganoderma lucidum extract,False,HTTP 404,,,
Minocycline,True,,54675783.0,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,457.5
Agrimonia procera extract,False,HTTP 404,,,
Paxilline,True,,105008.0,C[C@]12CC[C@H]3C(=CC(=O)[C@H](O3)C(C)(C)O)[C@@]1(CC[C@@H]4[C@@]2(C5=C(C4)C6=CC=CC=C6N5)C)O,435.6
Isoprenol,True,,12988.0,CC(=C)CCO,86.13
Tanespimycin,True,,6505803.0,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)O)OC,585.7
CGP37157,True,,2688.0,C1C(=O)NC2=C(C=C(C=C2)Cl)C(S1)C3=CC=CC=C3Cl,324.2
Carnosic acid,True,,65126.0,CC(C)C1=C(C(=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C(=O)O)O)O,332.4
"4,4â²-dimethoxychalcone",False,HTTP 404,,,
KT135,False,HTTP 404,,,
ABC52,False,HTTP 404,,,
JJH322,False,HTTP 404,,,
KLH45b,True,,169493875.0,C1CCC(CC1)N(CCC2=CC=CC=C2)C(=O)N3C=C(N=N3)C4=CC=C(C=C4)OC(F)(F)F,458.5
KT203,True,,53364510.0,C1CCN(C(C1)CC2=CC=CC=C2)C(=O)N3C=C(N=N3)C4=CC=C(C=C4)C5=CC(=CC=C5)C(=O)O,466.5
KT167,False,HTTP 404,,,
ABC23,False,HTTP 404,,,
Palmostatin M,True,,56641205.0,CCCCCCCCCC[C@H]1[C@@H](OC1=O)CCCCS(=O)(=O)CCCN(C)C,417.6
MJN200,False,HTTP 404,,,
URB597,True,,1383884.0,C1CCC(CC1)NC(=O)OC2=CC=CC(=C2)C3=CC(=CC=C3)C(=O)N,338.4
ABC44,True,,118525530.0,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)ON3C(=O)C4CN(CCN4C3=O)CC5CCN(CC5)CC6=CC=CC=C6,576.7
BIA 10-2474,True,,46831476.0,CN(C1CCCCC1)C(=O)N2C=C(N=C2)C3=C[N+](=CC=C3)[O-],300.36
ABC101,False,HTTP 404,,,
ABC35,False,HTTP 404,,,
JW1039,False,HTTP 404,,,
KT170,False,HTTP 404,,,
ABC5,False,HTTP 404,,,
ABC92,False,HTTP 404,,,
KT172,True,,53364485.0,COC1=CC=CC=C1C2=CC=C(C=C2)C3=CN(N=N3)C(=O)N4CCCCC4CC5=CC=CC=C5,452.5
ABC53,False,HTTP 404,,,
JT271-3,False,HTTP 404,,,
KT120,False,HTTP 404,,,
ABC30,False,HTTP 404,,,
KC01,True,,86289046.0,CCCCCCCCCCCCCC1/C(=C/CCCCC(=O)N)/C(=O)O1,365.5
ABC26,False,HTTP 404,,,
BIA 10-2639,True,,66554294.0,CN(C1CCCCC1)C(=O)N2C=C(N=C2)C3=CN=CC=C3,284.36
KT140,False,HTTP 404,,,
ABC63,False,HTTP 404,,,
ABC28,False,HTTP 404,,,
Felbinac,True,,3332.0,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,212.24
Monorden,True,,6323491.0,C[C@@H]1C[C@@H]2[C@H](O2)/C=C\C=C\C(=O)CC3=C(C(=CC(=C3Cl)O)O)C(=O)O1,364.8
Metamizole,True,,3111.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O,311.36
Alsterpaullone,True,,5005498.0,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-],293.28
Azacytidine,True,,9444.0,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,244.20
Anisomycin,True,,253602.0,CC(=O)O[C@@H]1[C@H](CN[C@@H]1CC2=CC=C(C=C2)OC)O,265.30
Cytidine,True,,6175.0,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,243.22
Thymine,True,,1135.0,CC1=CNC(=O)NC1=O,126.11
Orotate,True,,1492348.0,C1=C(NC(=O)NC1=O)C(=O)[O-],155.09
Carnosol,True,,442009.0,CC(C)C1=C(C(=C2C(=C1)[C@@H]3C[C@@H]4[C@@]2(CCCC4(C)C)C(=O)O3)O)O,330.4
Phosphatidylcholine,False,HTTP 404,,,
Theophylline,True,,2153.0,CN1C2=C(C(=O)N(C1=O)C)NC=N2,180.16
Nordihydroguaiaretic acid,True,,4534.0,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,302.4
Betula utilis extract,False,HTTP 404,,,
Hypotaurine,True,,107812.0,C(CS(=O)O)N,109.15
NP1,True,,5276854.0,CC1=CC(=C(C=C1)NCCCN)[N+](=O)[O-],209.24
O13,False,HTTP 404,,,
Gr-4D,False,HTTP 404,,,
Phosphatidylserine,True,,9547096.0,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCCCCCCCCCCCC,792.1
Nobiletin,True,,72344.0,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,402.4
Coix seed oil,False,HTTP 404,,,
Simvastatin,True,,54454.0,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,418.6
Lovastin,True,,53232.0,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,404.5
Uric acid,True,,1175.0,C12=C(NC(=O)N1)NC(=O)NC2=O,168.11
Verapamil,True,,2520.0,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,454.6
Raspberry extract,False,HTTP 404,,,
Tectochrysin,True,,5281954.0,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O,268.26
FW1256,True,,13975035.0,C1=CC=C(C=C1)P2(=S)NC3=CC=CC=C3O2,247.25
FW1251,False,HTTP 404,,,
Mifepristone,True,,55245.0,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,429.6
"5â²-Hydroxy-6, 7, 8, 3â², 4â²-pentamethoxyflavone",False,HTTP 404,,,
Prenol,True,,11173.0,CC(=CCO)C,86.13
Secoisolariciresinol Diglucoside,True,,9917980.0,COC1=C(C=CC(=C1)C[C@@H](CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@@H](CC3=CC(=C(C=C3)O)OC)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,686.7
Astragaloside IV,True,,13943297.0,C[C@]12CC[C@@]34C[C@@]35CC[C@@H](C([C@@H]5[C@H](C[C@H]4[C@@]1(C[C@@H]([C@@H]2[C@]6(CC[C@H](O6)C(C)(C)O)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O,785.0
Arecoline,True,,2230.0,CN1CCC=C(C1)C(=O)OC,155.19
IP6,True,,890.0,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,660.04
Berberine,True,,2353.0,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,336.4
Sappanone A,True,,9817274.0,C1/C(=C\C2=CC(=C(C=C2)O)O)/C(=O)C3=C(O1)C=C(C=C3)O,284.26
Tetracycline HCL,True,,54704426.0,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,480.9
Cannabidiol,True,,644019.0,CCCCCC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,314.5
D-xylitol,True,,6912.0,C([C@H](C([C@H](CO)O)O)O)O,152.15
SR27897,True,,122077.0,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,411.9
Wortmannin,True,,312145.0,CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C,428.4
NSC666076,True,,54676228.0,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,331.3
Thiostrepton,True,,16129666.0,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)/C(=C\C)/NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,1664.9
"Mebhydroline 1,5-napthalenedisulfonate",False,HTTP 404,,,
Flunarizine hydrochloride II,False,HTTP 404,,,
Formonoetin,False,HTTP 404,,,
3-Methoxycatechol II,False,HTTP 404,,,
Sulindac Sulfide,True,,5352624.0,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)SC)C=CC(=C2)F)CC(=O)O,340.4
Mycophenolic acid,True,,446541.0,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,320.3
Levosulpiride,True,,688272.0,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,341.4
Bupivacaine Hydrochloride,True,,64737.0,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl,324.9
Tetraethylammonium chloride,True,,5946.0,CC[N+](CC)(CC)CC.[Cl-],165.70
Nafadotride,True,,3408722.0,CCCCN1CCCC1CNC(=O)C2=C(C3=CC=CC=C3C(=C2)C#N)OC,365.5
3-Morpholinosydnonimine hydrochloride,True,,197942.0,C1COCCN1[N+]2=NOC(=C2)N.[Cl-],206.63
Flunarizine hydrochloride,True,,5282407.0,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl,477.4
Dihydrorotenon,False,HTTP 404,,,
Carvedilol,True,,2585.0,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,406.5
Antalarmin,True,,177990.0,CCCCN(CC)C1=NC(=NC2=C1C(=C(N2C3=C(C=C(C=C3C)C)C)C)C)C,378.6
4'-Demethylpipodophyllotoxin,False,HTTP 404,,,
Tryptophen,False,HTTP 404,,,
Geri-BP002A,False,HTTP 404,,,
I-BET,False,HTTP 404,,,
Phenoxybenzamine Hydrochloride,True,,5284441.0,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,340.3
DTT,True,,446094.0,C([C@H]([C@@H](CS)O)O)S,154.3
"3,4'-Dihydroxyflavone",True,,688715.0,C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC=C(C=C3)O)O,254.24
Lorglumide Sodium,True,,23681233.0,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)C1=CC(=C(C=C1)Cl)Cl.[Na+],481.4
Lomefloxacin Hydrochloride,True,,68624.0,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl,387.8
Kanamycin A sulfate,True,,441374.0,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N.OS(=O)(=O)O,582.6
JS-K,True,,9572720.0,CCOC(=O)N1CCN(CC1)/[N+](=N/OC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])/[O-],384.30
Eserine hemisulfate salt,True,,6419928.0,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C.C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C.OS(=O)(=O)O,648.8
Pirenperone,True,,4847.0,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,393.5
3-methoxycatechol,True,,13622.0,COC1=CC=CC(=C1O)O,140.14
Gedunin,True,,12004512.0,CC(=O)O[C@@H]1C[C@@H]2[C@](C=CC(=O)C2(C)C)([C@@H]3[C@@]1([C@]45[C@H](O4)C(=O)O[C@H]([C@@]5(CC3)C)C6=COC=C6)C)C,482.6
Clofilium Tosylate,True,,175533.0,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl.CC1=CC=C(C=C1)S(=O)(=O)[O-],510.2
4112-3315,False,HTTP 404,,,
AEG 3482,True,,698112.0,C1=CC=C(C=C1)C2=CN3C(=N2)SC(=N3)S(=O)(=O)N,280.3
Tetracaine HCl,True,,8695.0,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl,300.82
Promazine Hydrochloride,True,,5887.0,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,320.9
Alln II,False,HTTP 404,,,
Tetramethylpyrazine,True,,14296.0,CC1=C(N=C(C(=N1)C)C)C,136.19
Memantine Hydrochloride,True,,181458.0,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,215.76
Itraconazole,True,,55283.0,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,705.6
Eserine,True,,5983.0,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,275.35
Dofetilide,True,,71329.0,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,441.6
Amlexanox,True,,2161.0,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,298.29
Amikacin hydrate,True,,16218899.0,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N.O,603.6
Zomepirac sodium,True,,23663418.0,CC1=C(N(C(=C1)CC(=O)[O-])C)C(=O)C2=CC=C(C=C2)Cl.O.O.[Na+],349.74
ZD7114 hydrochloride,True,,9890216.0,COCCNC(=O)COC1=CC=C(C=C1)OCCNC[C@@H](COC2=CC=CC=C2)O.Cl,454.9
Viramune,True,,4463.0,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,266.30
Ononetin,True,,259632.0,COC1=CC=C(C=C1)CC(=O)C2=C(C=C(C=C2)O)O,258.27
Lamotrigine,True,,3878.0,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,256.09
SKF95282 dimaleate,False,HTTP 404,,,
PNU-74654,True,,60119583.0,CC1=CC=C(O1)C=NNC(=O)C2=CC=CC=C2OC3=CC=CC=C3,320.3
NSC170984 (Pimozide),False,HTTP 404,,,
Fluspirilene,True,,3396.0,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,475.6
Cetylpyridinium chloride,True,,31239.0,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],340.0
Alln,True,,6915732.0,C([C@@H]1[C@H]([C@H]([C@H](C(O1)O)N)O)O)O,179.17
6526-0645,False,HTTP 404,,,
"5,7,4Trimethoxyfavone",False,HTTP 404,,,
Nicolsamide,True,,4477.0,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,327.12
Podofilox,True,,10607.0,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,414.4
Hispidol,True,,5281254.0,C1=CC(=CC=C1/C=C\2/C(=O)C3=C(O2)C=C(C=C3)O)O,254.24
Metolazone,True,,4170.0,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,365.8
AZD2281,True,,23725625.0,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,434.5
L-Carnitine,True,,10917.0,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,161.20
STX64,True,,5287541.0,C1CCC2=C(CC1)C(=O)OC3=C2C=CC(=C3)OS(=O)(=O)N,309.34
Sulforaphane,True,,5350.0,CS(=O)CCCCN=C=S,177.3
Rebaudioside A,True,,6918840.0,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,967.0
Estradiol valerate,True,,13791.0,CCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C,356.5
6-Hydroxyflavone,True,,72279.0,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)O,238.24
Chrysin,True,,5281607.0,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,254.24
"6,7-Dihydroxyflavone",True,,5353357.0,C1=CC=C(C=C1)C2=CC(=O)C3=CC(=C(C=C3O2)O)O,254.24
"7,8-Dihydroxyflavone",True,,1880.0,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3)O)O,254.24
Triiodothyronine,True,,5920.0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,650.97
Ferulic Acid,True,,445858.0,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,194.18
Trilobatin,True,,6451798.0,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,436.4
HF,True,,23986.0,[Hf],178.49
Phosphatidylethanolamine,True,,5327011.0,CC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)C,299.21
Diamide,True,,5353800.0,CN(C)C(=O)/N=N/C(=O)N(C)C,172.19
Acivicin,True,,294641.0,C1[C@H](ON=C1Cl)[C@@H](C(=O)O)N,178.57
